Applicant_ID,Age,Monthly_Income_TL,Employment_Type,Employment_Tenure_Years,Education_Level,Marital_Status,Dependents,City,Home_Ownership,Credit_Score,Existing_Monthly_Debt_TL,Requested_Loan_Amount_TL,Loan_Term_Months,Loan_Purpose,Late_Payments_Last_2Y,Has_Guarantor,Loan_Approved
LA-01686,64,54896.50,Private_Sector,21,Associate,Single,3,Bursa,Rent,512,6358.85,189962.46,12,Debt_Consolidation,3,No,No
LA-01687,26,51239.53,Private_Sector,0,Bachelor,Divorced,3,Antalya,Rent,630,18112.54,341059.87,120,Debt_Consolidation,4,No,No
LA-01688,25,50111.45,Self_Employed,3,Bachelor,Married,1,Bursa,Mortgage,544,4782.39,229912.37,60,Education,0,Yes,Yes
LA-01689,38,140920.35,Self_Employed,0,Associate,Widowed,3,Istanbul,Family_Home,789,21711.97,240016.41,48,Education,0,Yes,Yes
LA-01690,59,50427.30,Private_Sector,22,High_School,Married,2,Izmir,Family_Home,690,9906.80,240735.11,60,Education,2,No,No
LA-01691,43,29859.36,Private_Sector,1,Bachelor,Single,0,Ankara,Rent,616,10728.05,471292.86,48,Home,2,No,No
LA-01692,38,25169.89,Private_Sector,4,Bachelor,Single,,Konya,Mortgage,603,14528.42,90000.29,36,Home,2,No,No
LA-01693,32,33489.28,Freelancer,4,Associate,Married,1,Adana,Owner,729,18618.71,87584.11,120,Education,0,No,No
LA-01694,42,319059.78,Self_Employed,15,Bachelor,Single,0,Konya,Mortgage,900,59577.79,244583.61,36,Other,3,Yes,Yes
LA-01695,66,58075.38,Private_Sector,24,High_School,Single,4,Konya,Mortgage,570,30287.56,147128.95,36,Home,1,Yes,Yes
LA-01696,28,57554.80,Public_Sector,7,Master,Single,3,Bursa,Rent,655,11561.47,196398.30,12,Business,0,No,Yes
LA-01697,69,80613.66,Self_Employed,22,High_School,Single,1,Gaziantep,Owner,755,34194.63,226890.99,12,Vehicle,0,No,Yes
LA-01698,31,47006.29,Private_Sector,4,Master,Single,2,Istanbul,Rent,810,15293.33,167912.36,60,Other,0,No,Yes
LA-01699,21,28111.72,Private_Sector,0,Master,Married,2,Antalya,Family_Home,593,15025.03,201208.19,12,Vehicle,0,No,No
LA-01700,59,29299.39,Public_Sector,18,Master,Single,0,Ankara,Rent,843,2837.16,1882433.19,48,Other,0,No,Yes
LA-01701,36,40181.73,Public_Sector,8,Associate,Married,2,Bursa,Mortgage,631,4295.58,204240.48,36,Vehicle,1,No,No
LA-01702,45,,Self_Employed,11,Bachelor,Married,2,Antalya,Owner,784,2319.48,340225.66,48,Debt_Consolidation,1,Yes,Yes
LA-01703,67,53215.67,Private_Sector,21,Bachelor,Single,2,Ankara,Mortgage,680,18586.14,55330.29,60,Vehicle,2,No,Yes
LA-01704,55,33169.98,Private_Sector,24,Master,Single,0,Istanbul,Owner,615,3621.06,644750.89,48,Vehicle,8,No,No
LA-01705,48,40843.05,Private_Sector,10,Associate,Married,1,Izmir,Mortgage,640,9468.21,110578.33,12,Vehicle,0,No,Yes
LA-01706,29,46587.23,Private_Sector,2,Associate,Single,0,Bursa,Family_Home,664,13011.33,131538.07,12,Debt_Consolidation,1,No,No
LA-01707,38,55486.02,Private_Sector,7,Bachelor,Single,0,Ankara,Mortgage,670,31525.70,341862.51,36,Other,1,No,No
LA-01708,45,61793.26,Private_Sector,8,Associate,Married,1,Ankara,Rent,772,31597.43,168302.99,48,Vehicle,0,Yes,Yes
LA-01709,29,32982.42,Public_Sector,6,High_School,Married,1,Bursa,Mortgage,,5360.52,615263.95,24,Home,0,Yes,No
LA-01710,69,124046.90,Self_Employed,22,Master,Married,2,Izmir,Owner,713,60263.73,295024.15,36,Education,2,No,Yes
LA-01711,68,72234.42,Private_Sector,22,Associate,Married,0,Bursa,Owner,817,19556.26,123743.10,36,Business,0,No,Yes
LA-01712,41,72731.09,Self_Employed,0,Bachelor,Married,2,Antalya,Mortgage,752,20177.10,698596.72,60,Other,0,No,Yes
LA-01713,28,82980.92,Freelancer,0,High_School,Single,2,Adana,Rent,604,21347.03,286338.69,120,Other,1,No,No
LA-01714,21,16500.00,Public_Sector,3,High_School,Married,2,Gaziantep,Owner,491,5027.83,195691.05,36,Home,0,No,No
LA-01715,27,,Freelancer,7,Master,Married,1,Istanbul,Rent,586,34688.55,259401.10,48,Education,0,No,No
LA-01716,42,43919.39,Private_Sector,10,Master,Widowed,1,Bursa,Mortgage,586,19857.03,228419.85,36,Other,0,No,No
LA-01717,50,40091.82,Self_Employed,14,High_School,Married,0,Adana,Rent,589,3397.54,80912.42,60,Education,0,No,No
LA-01718,42,43736.36,Public_Sector,10,Bachelor,Single,0,Gaziantep,Rent,673,13253.18,907604.99,24,Vehicle,,No,No
LA-01719,54,38038.84,Private_Sector,18,High_School,Married,0,Gaziantep,Rent,629,13720.77,265797.22,12,Business,0,No,No
LA-01720,68,95509.51,Private_Sector,20,Master,Single,1,Konya,Mortgage,611,14928.14,590452.36,60,Education,2,No,Yes
LA-01721,24,44457.32,Private_Sector,0,Bachelor,Single,1,Ankara,Rent,,20953.75,358231.96,12,Debt_Consolidation,1,No,Yes
LA-01722,46,87581.49,Self_Employed,11,Associate,Married,2,Istanbul,Owner,796,12937.21,79344.47,84,Vehicle,0,No,Yes
LA-01723,28,113654.91,Retired,1,High_School,Single,,Bursa,Rent,692,69564.60,470972.65,12,Other,0,No,Yes
LA-01724,39,50674.83,Self_Employed,6,Bachelor,Married,2,Antalya,Family_Home,645,30946.34,339695.64,120,Education,0,Yes,No
LA-01725,44,40560.30,Private_Sector,21,Bachelor,Married,1,Gaziantep,Mortgage,599,5890.23,395756.58,24,Other,2,No,No
LA-01726,57,87486.87,Public_Sector,12,Bachelor,Single,1,Izmir,Owner,644,22317.98,62078.65,60,Vehicle,1,Yes,Yes
LA-01727,55,51017.03,Self_Employed,19,Associate,Single,2,Bursa,Mortgage,763,19825.11,89726.72,48,Debt_Consolidation,1,No,Yes
LA-01728,61,86926.14,Private_Sector,14,Master,Single,4,Gaziantep,Mortgage,708,15261.16,141874.85,120,Home,0,No,Yes
LA-01729,45,49630.92,Self_Employed,5,Master,Married,1,Bursa,Owner,593,14045.22,52572.60,84,Debt_Consolidation,1,No,No
LA-01730,39,35175.25,Self_Employed,5,Bachelor,Married,2,Antalya,Family_Home,654,11051.55,145253.80,24,Vehicle,0,No,No
LA-01731,31,83800.62,Self_Employed,4,Bachelor,Single,3,Ankara,Family_Home,647,8898.28,280953.85,120,Education,2,No,Yes
LA-01732,66,49964.76,Private_Sector,16,Bachelor,Married,3,Antalya,Owner,551,28157.16,161866.09,36,Home,2,No,No
LA-01733,69,92323.72,Public_Sector,22,Bachelor,Married,2,Gaziantep,Mortgage,697,25359.76,260778.15,60,Business,0,No,Yes
LA-01734,23,53640.29,Private_Sector,3,Bachelor,Divorced,2,Antalya,Owner,656,31221.67,224393.34,60,Debt_Consolidation,0,No,No
LA-01735,44,610915.05,Self_Employed,6,Bachelor,Married,2,Bursa,Mortgage,900,37903.78,698844.87,48,Debt_Consolidation,1,No,Yes
LA-01736,44,75376.23,Self_Employed,11,Master,Single,1,Istanbul,Mortgage,707,43950.36,888641.55,120,Business,0,No,Yes
LA-01737,59,33194.77,Self_Employed,20,Associate,Single,1,Ankara,Rent,624,3305.90,494073.24,60,Other,3,No,Yes
LA-01738,53,74309.75,Self_Employed,10,Master,Married,1,Izmir,Family_Home,709,7563.74,74953.84,84,Business,0,Yes,Yes
LA-01739,29,53180.26,Self_Employed,11,Bachelor,Married,2,Adana,Rent,693,29343.54,242934.03,24,Home,0,No,Yes
LA-01740,48,29941.89,Private_Sector,6,Master,Married,1,Antalya,Rent,736,3186.80,57454.77,48,Vehicle,0,No,Yes
LA-01741,52,64774.00,Public_Sector,9,Associate,Single,2,Ankara,Rent,676,4177.06,137210.28,36,Business,,No,Yes
LA-01742,26,35306.61,Freelancer,,High_School,Widowed,0,Ankara,Mortgage,545,5259.65,672912.47,84,Education,0,No,No
LA-01743,35,33350.53,Private_Sector,5,Bachelor,Married,2,Ankara,Mortgage,691,14646.96,423017.85,48,Debt_Consolidation,3,No,No
LA-01744,29,60743.27,,0,Associate,Divorced,1,Adana,Owner,668,4290.62,1638506.55,120,Other,1,No,No
LA-01745,52,38050.94,Private_Sector,13,High_School,Married,3,Izmir,Mortgage,728,17357.64,344089.39,60,Education,0,No,Yes
LA-01746,31,36288.88,Private_Sector,3,Master,Single,0,Antalya,Rent,681,3179.03,924055.57,12,Vehicle,0,No,No
LA-01747,44,22085.98,Public_Sector,6,Bachelor,Single,1,Antalya,Family_Home,643,2669.77,582094.00,12,Debt_Consolidation,0,No,No
LA-01748,22,27401.11,Private_Sector,0,Bachelor,Single,1,Istanbul,Mortgage,604,5512.44,338614.35,12,Home,2,No,No
LA-01749,60,102262.85,Public_Sector,12,Bachelor,Divorced,0,Konya,Mortgage,645,9884.37,282330.30,24,Education,0,No,Yes
LA-01750,50,53246.98,Self_Employed,11,Bachelor,Married,3,Konya,Mortgage,796,10581.13,710012.94,84,Business,0,No,Yes
LA-01751,23,49684.15,Public_Sector,5,High_School,Single,3,Adana,Mortgage,585,17932.28,211606.83,48,Home,7,No,No
LA-01752,51,,Private_Sector,10,Associate,Single,3,Ankara,Family_Home,627,6312.00,432969.32,12,Debt_Consolidation,0,Yes,Yes
LA-01753,43,31155.79,Private_Sector,7,Master,Married,0,Bursa,Rent,622,8771.59,530255.72,60,Home,0,No,No
LA-01754,69,45614.60,Public_Sector,15,High_School,Single,3,Antalya,Owner,599,7928.63,525590.18,36,Other,0,No,Yes
LA-01755,44,67095.07,Self_Employed,13,Bachelor,Divorced,2,Izmir,Owner,577,19198.78,199059.88,48,Other,1,No,No
LA-01756,50,71196.97,Private_Sector,18,Bachelor,Married,1,Bursa,Rent,659,25049.28,327747.24,120,Education,0,No,Yes
LA-01757,25,42216.59,Freelancer,7,High_School,Single,4,Adana,Family_Home,545,,335499.55,120,Business,2,No,No
LA-01758,52,81592.88,Private_Sector,10,Bachelor,Married,0,Istanbul,Mortgage,584,17501.29,187599.28,120,Home,0,No,Yes
LA-01759,65,101214.32,Public_Sector,16,High_School,Married,3,Istanbul,Mortgage,900,16112.28,866169.02,12,Education,2,No,Yes
LA-01760,63,52204.05,Private_Sector,19,High_School,Married,1,Ankara,Mortgage,686,9617.21,218889.12,12,Education,0,No,Yes
LA-01761,54,95163.31,Freelancer,15,Bachelor,Single,0,Istanbul,Owner,754,,352220.03,84,Vehicle,0,No,Yes
LA-01762,55,69768.78,Freelancer,12,Associate,Married,0,Izmir,Mortgage,685,41845.45,392225.58,60,Other,0,No,Yes
LA-01763,57,54512.55,Private_Sector,12,Doctorate,Married,0,Bursa,Mortgage,720,22658.90,111840.50,36,Business,0,No,Yes
LA-01764,25,73296.25,Private_Sector,3,Master,Married,1,Istanbul,Family_Home,633,26503.94,1325163.46,84,Other,0,No,Yes
LA-01765,53,72758.19,Freelancer,14,High_School,Single,,Istanbul,Rent,665,35818.63,674625.50,84,Vehicle,3,No,No
LA-01766,36,54616.50,Private_Sector,7,High_School,Married,0,Izmir,Owner,594,4281.36,449283.14,12,Other,0,No,Yes
LA-01767,65,43535.02,Public_Sector,20,Bachelor,Married,1,Bursa,Mortgage,859,11812.64,301169.46,24,Debt_Consolidation,0,Yes,Yes
LA-01768,66,46704.48,Private_Sector,28,Master,Married,2,Antalya,Owner,553,11774.28,323487.42,12,Home,0,No,Yes
LA-01769,51,31323.71,Freelancer,14,Master,Married,0,Ankara,Family_Home,745,14904.32,84579.95,120,Other,0,No,Yes
LA-01770,29,40787.78,Freelancer,2,Associate,Married,0,Ankara,Mortgage,,3975.95,466909.79,60,Business,0,No,Yes
LA-01771,50,66441.49,Self_Employed,18,High_School,Married,3,Adana,Family_Home,703,21149.54,145595.27,12,Education,0,No,Yes
LA-01772,33,54132.66,Private_Sector,7,Bachelor,Married,2,Adana,Mortgage,671,26134.33,523741.08,36,Business,0,No,No
LA-01773,40,35532.27,,14,High_School,Single,3,Ankara,Mortgage,626,12770.53,128179.96,60,Education,0,No,No
LA-01774,28,37322.48,Freelancer,8,Doctorate,Married,2,Adana,Family_Home,601,9211.86,221417.89,48,Vehicle,0,Yes,No
LA-01775,49,45258.66,Self_Employed,18,Associate,Single,0,Bursa,Mortgage,713,,224275.91,120,Debt_Consolidation,0,No,Yes
LA-01776,67,45632.80,Private_Sector,23,High_School,Divorced,2,Adana,Mortgage,659,23404.46,556961.58,12,Vehicle,1,No,No
LA-01777,27,39942.84,Freelancer,3,Bachelor,Married,0,Antalya,Mortgage,631,2099.49,30918.12,60,Business,0,No,No
LA-01778,34,33460.50,Public_Sector,0,Associate,Married,2,Ankara,Rent,587,19052.07,366218.74,84,Vehicle,0,Yes,No
LA-01779,67,21590.92,Private_Sector,15,Bachelor,Single,0,Adana,Mortgage,759,3866.28,246659.63,36,Vehicle,0,Yes,Yes
LA-01780,33,112788.15,,,Master,Divorced,2,Gaziantep,Family_Home,705,66936.87,478216.62,84,Business,0,No,Yes
LA-01781,27,86369.46,Public_Sector,6,Master,Single,2,Adana,Owner,628,,124215.02,120,Education,0,No,No
LA-01782,38,95958.18,Private_Sector,7,Associate,Widowed,0,Antalya,Owner,703,46418.11,803296.03,36,Debt_Consolidation,1,No,Yes
LA-01783,56,97238.92,Self_Employed,22,High_School,Married,0,Izmir,Mortgage,693,53315.03,61310.29,84,Business,0,No,Yes
LA-01784,57,30962.57,Freelancer,20,Bachelor,Married,0,Adana,Mortgage,533,11340.78,404818.95,48,Home,1,Yes,No
LA-01785,28,61528.58,Private_Sector,5,High_School,Single,2,Konya,Owner,607,17350.80,188618.94,120,Home,0,No,Yes
LA-01786,39,45533.67,Private_Sector,8,Associate,Married,1,Gaziantep,Owner,548,8491.39,179190.68,12,Vehicle,0,No,Yes
LA-01787,24,81168.28,Self_Employed,4,Associate,Married,4,Bursa,Rent,820,5467.03,249908.29,36,Vehicle,0,No,Yes
LA-01788,66,55723.34,Private_Sector,19,Associate,Single,0,Konya,Mortgage,529,3641.34,147734.56,12,Debt_Consolidation,1,No,No
LA-01789,44,39323.84,,11,High_School,Married,0,Izmir,Owner,,21794.71,318882.89,48,Debt_Consolidation,0,No,No
LA-01790,43,42157.68,Public_Sector,3,Bachelor,Married,0,Antalya,Rent,564,,39205.29,36,Vehicle,0,No,No
LA-01791,62,36746.95,Public_Sector,18,Associate,Single,2,Konya,Family_Home,695,7070.43,353633.99,12,Home,0,No,No
LA-01792,28,45290.95,Public_Sector,2,Bachelor,Single,2,Konya,Owner,719,3089.95,255177.55,12,Other,0,No,Yes
LA-01793,30,64238.83,Self_Employed,12,Master,Married,3,Antalya,Mortgage,717,,86076.39,36,Debt_Consolidation,0,No,Yes
LA-01794,38,54384.52,Private_Sector,8,High_School,Married,1,Istanbul,Owner,615,14353.28,66753.32,36,Other,0,No,No
LA-01795,27,54355.91,Private_Sector,9,High_School,Single,1,Izmir,Owner,586,12082.57,152109.99,36,Home,2,Yes,Yes
LA-01796,59,85871.42,Private_Sector,13,High_School,Married,1,Ankara,Rent,816,19975.35,283687.65,120,Debt_Consolidation,2,No,Yes
LA-01797,31,39670.77,Public_Sector,5,Master,Single,3,Bursa,Owner,717,11835.87,266868.68,24,Vehicle,0,No,Yes
LA-01798,41,45689.45,Private_Sector,10,High_School,Married,3,Gaziantep,Rent,,23137.75,1318619.21,36,Debt_Consolidation,1,Yes,No
LA-01799,69,40454.07,Private_Sector,21,Master,Single,2,Istanbul,Mortgage,600,7600.66,247681.43,60,Vehicle,0,No,No
LA-01800,31,45217.71,Private_Sector,3,Bachelor,Single,1,Antalya,Owner,675,7421.17,443765.88,12,Vehicle,0,No,Yes
LA-01801,39,35623.15,Public_Sector,3,Associate,Widowed,0,Ankara,Owner,716,6140.21,152590.19,12,Other,0,Yes,Yes
LA-01802,34,74029.16,Private_Sector,4,High_School,Married,1,Gaziantep,Owner,556,18005.28,80818.61,120,Education,0,No,No
LA-01803,50,58222.76,Self_Employed,16,Bachelor,Single,3,Antalya,Owner,803,14335.76,246946.77,60,Education,1,No,Yes
LA-01804,46,40265.57,Private_Sector,17,High_School,Married,1,Konya,Family_Home,680,15307.28,19075.64,120,Vehicle,0,No,No
LA-01805,38,50966.10,Freelancer,7,Master,Single,2,Ankara,Family_Home,743,5970.47,510753.29,60,Business,0,No,Yes
LA-01806,40,83167.07,Public_Sector,12,High_School,Single,2,Istanbul,Rent,749,19922.75,483886.52,60,Debt_Consolidation,0,No,Yes
LA-01807,34,150008.21,Private_Sector,11,Bachelor,Single,2,Antalya,Rent,698,47807.65,101235.13,36,Business,0,No,Yes
LA-01808,42,,Retired,3,Associate,Single,3,Istanbul,Rent,,17358.79,101544.87,36,Business,0,No,No
LA-01809,46,40828.34,Public_Sector,16,Bachelor,Divorced,0,Adana,Rent,698,22008.80,323829.92,84,Other,0,No,Yes
LA-01810,25,48972.17,Freelancer,7,Bachelor,Single,0,Izmir,Owner,767,19456.21,180249.62,60,Debt_Consolidation,1,Yes,Yes
LA-01811,41,57612.02,Private_Sector,9,Bachelor,Married,2,Konya,Owner,770,21849.92,322809.14,24,Business,0,No,Yes
LA-01812,67,33951.44,Private_Sector,21,Master,Single,2,Antalya,Mortgage,624,12107.18,313962.74,48,Business,2,No,No
LA-01813,40,65477.47,Self_Employed,3,Master,Married,0,Gaziantep,Family_Home,724,4400.85,316296.67,60,Education,0,Yes,Yes
LA-01814,40,33519.90,Freelancer,4,High_School,Single,4,Adana,Owner,677,9688.59,189365.20,60,Education,0,No,No
LA-01815,25,74990.90,Private_Sector,0,Master,Single,1,Gaziantep,Mortgage,774,22775.21,245124.48,36,Home,0,No,Yes
LA-01816,31,138603.73,Self_Employed,0,Associate,Single,2,Izmir,Owner,680,80393.20,245770.09,48,Business,4,No,Yes
LA-01817,54,26995.81,Retired,16,Bachelor,Single,0,Istanbul,Mortgage,746,3559.57,300197.33,24,Business,1,No,Yes
LA-01818,25,45924.03,Freelancer,4,Master,Single,2,Bursa,Rent,773,8981.58,299863.50,36,Other,0,No,Yes
LA-01819,58,59707.98,Self_Employed,17,Associate,Single,3,Antalya,Family_Home,601,20313.76,102072.32,84,Debt_Consolidation,0,No,No
LA-01820,21,67261.17,Public_Sector,0,Bachelor,Single,1,Bursa,Owner,757,35543.52,290190.00,12,Debt_Consolidation,0,No,No
LA-01821,37,151470.63,Private_Sector,5,Master,Married,1,Istanbul,Rent,832,70504.71,172076.62,60,Home,0,No,Yes
LA-01822,25,30569.32,Self_Employed,7,High_School,Married,2,Gaziantep,Rent,463,3513.53,276581.89,12,Home,0,No,No
LA-01823,39,73651.29,Self_Employed,10,Doctorate,Widowed,1,Istanbul,Mortgage,821,14736.09,301729.88,36,Debt_Consolidation,0,No,Yes
LA-01824,57,55916.24,Private_Sector,23,High_School,Married,3,Adana,Rent,616,3368.29,196712.93,24,Business,2,No,No
LA-01825,35,32740.21,Private_Sector,0,High_School,Married,0,Istanbul,Rent,603,3484.57,855385.54,12,Education,5,Yes,No
LA-01826,40,25051.47,Freelancer,9,Bachelor,Divorced,,Istanbul,Family_Home,766,10710.52,482987.45,12,Home,0,No,No
LA-01827,69,43764.40,Private_Sector,18,Bachelor,Single,3,Izmir,Rent,536,12026.30,61464.18,48,Other,0,No,No
LA-01828,42,37703.96,Public_Sector,11,Associate,Married,3,Gaziantep,Rent,644,14655.22,276419.41,120,Business,1,No,No
LA-01829,44,30937.99,Private_Sector,12,High_School,Married,0,Gaziantep,Rent,675,11207.14,1132568.33,36,Debt_Consolidation,0,Yes,Yes
LA-01830,67,99533.52,Public_Sector,16,High_School,Single,1,Konya,Family_Home,645,47716.85,339457.37,36,Vehicle,0,No,No
LA-01831,51,30056.58,,4,Bachelor,Single,3,Bursa,Rent,588,12457.55,120624.21,12,Debt_Consolidation,3,No,No
LA-01832,51,40620.72,Public_Sector,13,Associate,Married,0,Bursa,Rent,695,3974.80,131494.83,120,Business,1,No,Yes
LA-01833,58,56061.24,Private_Sector,14,Associate,Single,2,Bursa,Owner,539,30245.95,125245.09,120,Home,0,No,Yes
LA-01834,66,126571.59,Public_Sector,19,Bachelor,Married,0,Izmir,Mortgage,800,43368.39,142503.07,12,Home,1,No,Yes
LA-01835,52,112015.95,Freelancer,16,Bachelor,Married,2,Adana,Rent,770,16073.44,352889.86,84,Vehicle,0,No,No
LA-01836,25,39941.18,Public_Sector,,Bachelor,Single,1,Ankara,Mortgage,720,23895.18,184041.78,120,Home,,No,No
LA-01837,59,83902.39,Private_Sector,14,Bachelor,Married,2,Adana,Rent,754,,60163.73,60,Education,0,No,Yes
LA-01838,48,58188.68,Private_Sector,18,Bachelor,Married,1,Izmir,Mortgage,741,16600.18,431233.15,36,Vehicle,0,No,Yes
LA-01839,46,64756.70,Private_Sector,8,Associate,Married,2,Antalya,Owner,689,29880.65,875088.89,84,Other,0,No,Yes
LA-01840,46,61798.68,Freelancer,9,High_School,Married,1,Ankara,Rent,567,13544.85,302665.47,120,Other,0,No,Yes
LA-01841,68,240783.39,Private_Sector,15,Bachelor,Single,1,Adana,Family_Home,858,44785.40,167159.93,48,Home,0,No,Yes
LA-01842,63,36185.10,Self_Employed,16,Associate,Married,1,Istanbul,Family_Home,628,7235.25,361294.90,24,Debt_Consolidation,0,No,Yes
LA-01843,60,47720.16,Self_Employed,18,Bachelor,Married,1,Adana,Mortgage,628,16516.93,1024522.79,120,Home,0,No,No
LA-01844,21,60966.25,Private_Sector,0,High_School,Married,5,Bursa,Family_Home,644,19499.83,434555.57,120,Debt_Consolidation,0,No,No
LA-01845,60,69484.03,Private_Sector,17,Master,Married,,Izmir,Rent,667,42418.20,589408.79,48,Debt_Consolidation,0,Yes,No
LA-01846,38,48280.33,Public_Sector,14,Bachelor,Married,2,Gaziantep,Rent,803,7599.35,975648.61,36,Debt_Consolidation,0,No,Yes
LA-01847,29,34067.28,Public_Sector,11,Bachelor,Divorced,1,Konya,Rent,644,3544.35,210775.75,84,Business,0,No,Yes
LA-01848,61,,Private_Sector,18,High_School,Married,4,Bursa,Rent,,22948.25,109693.40,24,Other,1,No,No
LA-01849,68,98612.87,Self_Employed,19,Bachelor,Single,0,Bursa,Rent,625,33459.07,155029.17,36,Vehicle,0,No,Yes
LA-01850,35,34554.45,Private_Sector,8,Bachelor,Married,0,Izmir,Rent,682,14657.17,443948.61,120,Business,2,No,No
LA-01851,30,34361.05,Public_Sector,0,Bachelor,Single,0,Gaziantep,Mortgage,732,16146.05,314617.41,48,Other,1,No,Yes
LA-01852,59,31123.49,Freelancer,19,Bachelor,Married,2,Konya,Rent,586,12981.62,241236.18,24,Debt_Consolidation,7,No,No
LA-01853,37,,Private_Sector,10,High_School,Single,0,Istanbul,Owner,745,20451.37,346091.02,12,Vehicle,0,No,Yes
LA-01854,69,56762.60,Private_Sector,23,Bachelor,Married,1,Konya,Mortgage,655,16991.20,521509.52,36,Vehicle,0,No,No
LA-01855,32,43446.83,Freelancer,3,Bachelor,Married,3,Izmir,Owner,750,23011.95,165418.29,84,Business,0,No,Yes
LA-01856,67,46441.10,Private_Sector,15,Bachelor,Married,1,Gaziantep,Rent,647,6311.26,170371.45,36,Business,0,No,Yes
LA-01857,25,63298.35,Private_Sector,1,Bachelor,Married,4,Antalya,Rent,731,15904.20,191926.23,36,Business,3,No,No
LA-01858,29,66960.69,Private_Sector,8,Bachelor,Married,2,Gaziantep,Family_Home,674,35181.20,117332.26,84,Education,0,Yes,Yes
LA-01859,45,38658.33,Public_Sector,12,Bachelor,Single,3,Konya,Rent,676,7761.76,60349.08,60,Education,2,Yes,Yes
LA-01860,57,15000.00,Private_Sector,8,Master,Single,2,Konya,Mortgage,627,7935.25,139565.54,36,Debt_Consolidation,1,No,No
LA-01861,34,118425.40,Private_Sector,5,Master,Married,1,Ankara,Mortgage,762,33679.81,240052.79,48,Education,0,No,Yes
LA-01862,57,43153.79,Self_Employed,12,Bachelor,Single,3,Gaziantep,Rent,566,11128.14,164856.72,12,Vehicle,0,No,No
LA-01863,31,57938.78,Self_Employed,1,High_School,Widowed,2,Konya,Owner,664,22084.12,138487.03,12,Debt_Consolidation,1,No,No
LA-01864,53,34701.53,Retired,15,High_School,Divorced,,Ankara,Rent,605,4166.39,187977.08,60,Vehicle,2,No,Yes
LA-01865,22,43930.09,Private_Sector,4,Associate,Married,0,Konya,Family_Home,622,25849.79,897535.97,48,Debt_Consolidation,0,No,No
LA-01866,36,76287.72,Self_Employed,11,Master,Married,2,Bursa,Rent,604,25575.76,85339.28,24,Home,1,No,No
LA-01867,27,66463.19,Freelancer,1,Bachelor,Single,1,Ankara,Owner,601,7860.61,355210.53,48,Debt_Consolidation,1,No,No
LA-01868,30,39716.25,Private_Sector,8,Master,Married,1,Antalya,Rent,604,22655.30,336468.78,12,Debt_Consolidation,0,No,No
LA-01869,26,30456.45,Private_Sector,5,High_School,Single,1,Bursa,Rent,661,5119.04,60047.34,36,Debt_Consolidation,1,No,Yes
LA-01870,49,38409.52,Private_Sector,13,Bachelor,Married,0,Bursa,Owner,596,2983.78,101340.49,12,Debt_Consolidation,0,No,Yes
LA-01871,58,115652.35,Private_Sector,19,High_School,Married,2,Izmir,Family_Home,843,15015.25,584236.32,120,Debt_Consolidation,0,No,Yes
LA-01872,51,37725.67,Private_Sector,6,Master,Single,2,Bursa,Rent,720,13496.03,119178.31,60,Home,0,No,Yes
LA-01873,33,61282.10,Public_Sector,4,Master,Single,1,Izmir,Mortgage,673,3156.50,166169.78,60,Business,1,Yes,No
LA-01874,50,154539.58,Private_Sector,4,Bachelor,Single,3,Istanbul,Rent,716,44214.70,538165.01,84,Vehicle,0,No,Yes
LA-01875,49,88765.60,Private_Sector,8,Bachelor,Single,2,Antalya,Mortgage,591,46623.94,61913.22,24,Vehicle,0,No,Yes
LA-01876,51,64867.57,Private_Sector,17,Master,Single,3,Adana,Rent,698,5484.51,193656.62,84,Other,2,No,Yes
LA-01877,49,78426.25,Private_Sector,14,Master,Divorced,0,Konya,Owner,693,21329.67,137467.05,12,Vehicle,,No,Yes
LA-01878,31,99645.99,Private_Sector,2,High_School,Divorced,1,Izmir,Rent,655,50076.04,193569.04,12,Business,1,No,Yes
LA-01879,63,265118.13,Self_Employed,13,High_School,Single,4,Bursa,Mortgage,826,75003.13,316682.47,120,Other,0,Yes,Yes
LA-01880,42,39063.82,Private_Sector,11,Master,Single,1,Adana,Rent,728,4518.59,79506.15,12,Home,0,No,Yes
LA-01881,27,35057.76,Freelancer,8,High_School,Single,0,Adana,Mortgage,548,17599.09,379064.77,48,Education,0,No,No
LA-01882,37,35816.30,Freelancer,4,Associate,Married,2,Izmir,Rent,591,5102.51,343521.40,36,Home,0,No,No
LA-01883,68,73859.19,Freelancer,18,High_School,Married,0,Izmir,Family_Home,710,7208.74,494422.33,36,Business,0,No,Yes
LA-01884,34,71681.89,Private_Sector,6,Associate,Divorced,2,Ankara,Owner,578,18226.96,431734.54,12,Business,0,No,No
LA-01885,37,97605.13,Retired,10,Master,Single,3,Konya,Rent,673,21249.40,317611.28,120,Vehicle,0,No,Yes
LA-01886,37,48641.85,Private_Sector,7,Doctorate,Married,0,Konya,Rent,718,,558328.70,48,Vehicle,0,No,Yes
LA-01887,61,24401.52,Private_Sector,,Bachelor,Married,0,Bursa,Mortgage,577,10901.25,187366.05,24,Debt_Consolidation,2,No,No
LA-01888,66,95092.44,Private_Sector,22,Master,Married,0,Konya,Rent,799,6244.03,172170.36,24,Home,0,No,Yes
LA-01889,54,39567.24,Private_Sector,19,Associate,Married,2,Gaziantep,Mortgage,670,2471.76,131361.32,60,Business,2,No,Yes
LA-01890,25,56438.46,Private_Sector,3,Associate,Married,1,Istanbul,Owner,649,4239.22,314351.53,48,Education,0,No,Yes
