Property_ID,District,Building_Type,Gross_Area_m2,Rooms,Bathrooms,Building_Age,Floor,Total_Floors,Heating_Type,Furnished_Status,Parking_Spaces,Balconies,In_Residential_Complex,View_Type,Distance_to_Center_km,Distance_to_Transit_km,Elevator,Security,Price_TL
HP-02157,Cankaya,Apartment,216.6,5,2,38,13,19,Natural_Gas,Semi_Furnished,0,3,No,Nature,0.81,0.66,Yes,No,8096474.34
HP-02158,Kadikoy,Apartment,135.9,5,2,14,2,11,Natural_Gas,Semi_Furnished,1,1,Yes,Park,10.81,1.18,Yes,No,9236353.12
HP-02159,Sisli,Detached,227.3,7,3,2,0,4,Natural_Gas,Unfurnished,1,2,No,Street,4.04,0.35,No,Yes,25196406.94
HP-02160,Atasehir,Apartment,146.8,4,1,4,2,11,Natural_Gas,Semi_Furnished,1,2,No,City,7.70,2.05,No,No,10225160.48
HP-02161,Beylikduzu,Apartment,162.3,5,2,14,3,12,Natural_Gas,Unfurnished,1,,Yes,Street,3.01,1.42,Yes,No,5567366.36
HP-02162,Konyaalti,Residence,118.2,3,1,0,21,27,Central,Unfurnished,1,2,No,Street,19.62,1.38,Yes,No,5741370.19
HP-02163,Beylikduzu,Apartment,91.5,2,1,9,9,22,Natural_Gas,Unfurnished,1,1,No,Street,2.87,0.82,Yes,Yes,3148619.39
HP-02164,Karsiyaka,Apartment,80.5,2,1,6,28,33,Natural_Gas,Furnished,1,1,Yes,Park,8.40,0.93,Yes,Yes,4111352.53
HP-02165,Besiktas,Apartment,131.8,4,2,12,12,23,Natural_Gas,Semi_Furnished,1,1,Yes,City,7.49,1.46,Yes,No,11340952.49
HP-02166,Sisli,Apartment,122.7,3,1,10,4,14,Electric,Unfurnished,1,2,No,City,4.25,1.18,Yes,No,8210480.81
HP-02167,Nilufer,Apartment,126.1,4,1,3,1,5,Natural_Gas,Semi_Furnished,1,1,No,Street,5.50,,Yes,No,5452022.03
HP-02168,Besiktas,Apartment,109.5,4,1,1,14,16,Coal,Furnished,1,1,No,Sea,3.93,0.74,Yes,No,12632790.41
HP-02169,Uskudar,Apartment,111.2,3,1,1,27,34,Natural_Gas,Unfurnished,1,2,Yes,Park,2.83,0.31,No,Yes,9914705.23
HP-02170,Sisli,Apartment,158.0,6,,10,18,27,Natural_Gas,Unfurnished,0,2,Yes,Street,1.32,1.83,No,No,10784529.05
HP-02171,Uskudar,Apartment,157.1,5,2,11,,13,Natural_Gas,Unfurnished,1,1,No,Sea,4.99,1.05,Yes,Yes,13479453.66
HP-02172,Kadikoy,Apartment,108.3,3,1,5,6,11,Natural_Gas,Semi_Furnished,1,1,No,Nature,6.79,1.75,Yes,Yes,7378765.32
HP-02173,Kadikoy,Apartment,155.8,4,2,11,3,5,Natural_Gas,Semi_Furnished,1,3,No,City,1.89,0.23,Yes,Yes,12817066.36
HP-02174,Uskudar,Apartment,171.1,4,2,16,0,12,Natural_Gas,Unfurnished,1,2,Yes,Park,7.81,0.86,Yes,No,14001076.64
HP-02175,Beylikduzu,Apartment,,3,1,41,11,14,Natural_Gas,Semi_Furnished,1,1,No,Sea,5.28,,No,No,3297762.85
HP-02176,Sisli,Apartment,104.9,3,1,8,25,38,,Semi_Furnished,2,0,No,Street,6.38,0.08,Yes,No,8687351.06
HP-02177,Karsiyaka,Apartment,119.8,3,1,31,14,18,Central,Semi_Furnished,0,1,No,City,9.85,0.41,Yes,No,4817685.09
HP-02178,Beylikduzu,Apartment,87.9,2,1,48,25,28,Coal,Semi_Furnished,1,1,No,Street,4.50,1.48,Yes,No,1977932.66
HP-02179,Nilufer,Villa,170.6,5,2,7,0,11,Natural_Gas,Unfurnished,3,,Yes,Park,5.87,1.72,No,Yes,12050447.19
HP-02180,Nilufer,Residence,100.3,4,2,19,4,7,Central,Semi_Furnished,1,,No,City,1.34,1.54,Yes,Yes,4653497.22
HP-02181,Konyaalti,Apartment,133.3,5,,2,16,22,Central,Semi_Furnished,1,3,Yes,Park,16.12,1.85,Yes,Yes,8401280.08
HP-02182,Beylikduzu,Detached,113.2,4,1,,0,5,Natural_Gas,Furnished,1,1,No,Street,2.85,2.56,Yes,Yes,3116783.25
HP-02183,Sisli,Residence,137.7,4,1,22,2,4,Central,Unfurnished,1,1,No,Street,4.22,0.43,Yes,Yes,10859626.93
HP-02184,Besiktas,Residence,,3,1,10,13,15,Natural_Gas,Semi_Furnished,0,1,No,Street,12.81,0.25,Yes,No,8735413.59
HP-02185,Konyaalti,Apartment,157.7,4,1,5,11,23,Heat_Pump,Furnished,0,0,Yes,City,9.16,0.89,Yes,No,9187383.96
HP-02186,Karsiyaka,Detached,238.2,8,4,0,0,5,Natural_Gas,Unfurnished,2,0,Yes,City,8.58,1.77,Yes,Yes,23445924.24
HP-02187,Beylikduzu,Apartment,109.3,3,1,2,18,31,Natural_Gas,Furnished,1,3,Yes,Sea,3.13,0.42,No,No,8050619.35
HP-02188,Karsiyaka,Apartment,56.0,2,1,28,2,6,Central,Unfurnished,1,1,No,Park,11.03,1.14,No,No,2204023.09
HP-02189,Atasehir,Apartment,99.3,2,1,50,23,31,Natural_Gas,Semi_Furnished,1,1,Yes,Park,3.53,0.20,No,No,4386245.19
HP-02190,Nilufer,Residence,177.0,5,2,3,6,15,Heat_Pump,Unfurnished,1,1,Yes,Park,3.48,0.05,Yes,No,12861340.48
HP-02191,Nilufer,Residence,52.0,2,1,35,20,26,Natural_Gas,Semi_Furnished,1,2,No,City,9.73,2.67,Yes,No,1686317.20
HP-02192,Beylikduzu,Villa,219.1,8,4,1,0,12,Central,Semi_Furnished,1,1,Yes,Sea,2.72,0.52,Yes,No,17283009.11
HP-02193,Atasehir,Detached,198.2,6,3,2,0,13,,Unfurnished,1,3,No,City,4.43,0.81,Yes,No,16530023.66
HP-02194,Atasehir,Townhouse,142.7,4,1,11,8,19,Natural_Gas,Unfurnished,1,2,No,Street,2.30,0.96,Yes,No,8479770.72
HP-02195,Uskudar,Apartment,202.6,7,3,43,7,17,Central,Furnished,1,2,No,Sea,7.33,1.85,Yes,Yes,13938711.89
HP-02196,Nilufer,Residence,138.0,5,2,30,17,23,Central,Semi_Furnished,1,0,No,Park,3.95,0.66,No,No,5902881.96
HP-02197,Beylikduzu,Apartment,231.5,7,3,6,22,27,Natural_Gas,Semi_Furnished,1,0,No,City,10.13,0.38,Yes,Yes,8448697.70
HP-02198,Besiktas,Residence,80.7,2,1,12,3,13,Heat_Pump,Semi_Furnished,1,2,Yes,Nature,2.61,0.58,Yes,Yes,7631475.43
HP-02199,Cankaya,Apartment,194.4,5,2,7,9,16,Central,Semi_Furnished,2,1,Yes,Street,7.54,0.78,Yes,Yes,10516639.51
HP-02200,Beylikduzu,Apartment,185.9,5,2,1,23,35,Central,Unfurnished,2,0,No,City,1.81,0.32,No,Yes,7122717.59
HP-02201,Kadikoy,Detached,132.0,4,1,12,0,13,Heat_Pump,Unfurnished,0,1,No,Street,1.08,3.34,Yes,Yes,10286907.37
HP-02202,Kadikoy,Detached,187.2,6,2,24,0,8,Central,Furnished,2,1,No,Street,6.81,0.54,Yes,No,12931599.72
HP-02203,Beylikduzu,Townhouse,206.6,6,2,9,13,26,Central,Unfurnished,3,1,No,City,5.80,0.86,No,No,10230467.89
HP-02204,Konyaalti,Villa,108.2,3,1,10,,3,Natural_Gas,Semi_Furnished,0,1,Yes,Sea,4.39,2.66,No,Yes,8882708.56
HP-02205,Besiktas,Residence,76.1,2,1,4,20,28,Natural_Gas,Furnished,1,2,Yes,Sea,4.64,1.64,No,Yes,10156860.57
HP-02206,Uskudar,Apartment,142.4,4,2,16,25,37,Natural_Gas,Semi_Furnished,1,1,No,Street,3.01,2.97,Yes,No,8460193.29
HP-02207,Beylikduzu,Apartment,203.1,6,2,8,9,14,Central,Semi_Furnished,1,1,Yes,Nature,1.74,0.46,Yes,No,7932476.13
HP-02208,Karsiyaka,Apartment,60.9,2,1,0,15,25,Natural_Gas,Unfurnished,1,1,No,Street,4.58,1.04,No,No,3467820.92
HP-02209,Kadikoy,Apartment,98.5,2,1,19,17,22,Natural_Gas,Unfurnished,1,2,No,City,2.18,0.82,Yes,No,6708259.03
HP-02210,Cankaya,Detached,268.8,7,2,1,0,10,Heat_Pump,Semi_Furnished,0,1,Yes,Sea,0.86,,No,No,27283355.78
HP-02211,Atasehir,Apartment,147.4,4,1,1,21,32,Natural_Gas,Unfurnished,1,2,Yes,Street,1.82,0.18,Yes,Yes,12030432.35
HP-02212,Nilufer,Apartment,100.7,3,1,25,1,6,Natural_Gas,Unfurnished,1,2,Yes,Nature,5.36,0.22,Yes,Yes,4631354.53
HP-02213,Beylikduzu,Detached,191.1,5,2,0,0,12,Central,Furnished,1,2,No,Street,5.67,0.99,Yes,Yes,8329938.51
HP-02214,Kadikoy,Detached,173.6,5,2,28,0,7,Central,Unfurnished,0,2,No,Street,0.76,2.13,Yes,No,11382864.85
HP-02215,Beylikduzu,Apartment,107.4,3,1,29,6,14,Electric,Unfurnished,1,1,No,Street,7.65,1.24,No,No,3100196.60
HP-02216,Konyaalti,Apartment,125.2,3,1,64,12,20,Coal,Furnished,1,2,Yes,Park,11.46,0.83,Yes,No,5455769.18
HP-02217,Atasehir,Detached,191.3,5,2,2,0,12,Natural_Gas,Unfurnished,2,2,No,Street,12.57,0.95,Yes,No,11628698.21
HP-02218,Uskudar,Villa,159.8,4,2,28,0,12,Natural_Gas,Semi_Furnished,0,1,No,Park,5.69,1.72,Yes,No,13801873.76
HP-02219,Cankaya,Townhouse,297.5,9,4,41,2,7,Natural_Gas,Semi_Furnished,1,0,No,Street,3.70,4.71,No,No,12823350.35
HP-02220,Karsiyaka,Villa,254.0,8,3,21,0,2,Central,Semi_Furnished,2,2,No,City,3.60,0.91,Yes,No,22070295.07
HP-02221,Cankaya,Apartment,173.1,6,3,14,24,36,Natural_Gas,Unfurnished,0,1,Yes,City,1.00,0.40,No,No,8307633.08
HP-02222,Besiktas,Villa,184.4,5,2,49,0,8,Natural_Gas,Semi_Furnished,2,0,No,Street,3.90,0.62,Yes,No,17433761.96
HP-02223,Sisli,Apartment,,4,1,14,28,37,Natural_Gas,Unfurnished,0,,Yes,City,8.97,0.33,No,Yes,11057991.41
HP-02224,Beylikduzu,Apartment,98.7,3,1,0,10,22,,Semi_Furnished,0,0,No,Street,18.88,0.57,Yes,Yes,3096316.74
HP-02225,Kadikoy,Apartment,134.2,4,2,3,8,13,Heat_Pump,Semi_Furnished,0,3,No,City,0.52,0.84,Yes,Yes,12492675.48
HP-02226,Konyaalti,Apartment,186.1,6,2,7,5,9,Central,Unfurnished,1,0,Yes,Nature,7.21,0.53,Yes,No,11284385.96
HP-02227,Beylikduzu,Villa,220.0,7,2,1,0,6,Natural_Gas,Semi_Furnished,1,,Yes,Park,8.51,0.42,No,No,15281051.92
HP-02228,Sisli,Apartment,178.7,4,2,34,18,29,Heat_Pump,Semi_Furnished,0,2,No,Street,0.86,2.76,Yes,No,10763023.40
HP-02229,Atasehir,Detached,237.2,6,3,29,0,10,Central,Unfurnished,2,2,No,Street,1.50,0.18,No,No,15751130.36
HP-02230,Karsiyaka,Residence,190.4,6,3,9,12,24,Electric,Unfurnished,1,0,No,City,6.75,0.81,Yes,No,11778612.53
HP-02231,Kadikoy,Detached,118.5,3,1,8,0,9,Natural_Gas,Unfurnished,2,2,Yes,City,4.79,0.33,Yes,Yes,11552224.14
HP-02232,Karsiyaka,Apartment,322.7,8,3,12,11,17,Natural_Gas,Unfurnished,1,1,No,City,10.95,1.51,Yes,No,15564705.04
HP-02233,Besiktas,Apartment,50.2,1,1,14,8,15,Natural_Gas,Semi_Furnished,0,1,No,City,7.55,1.57,Yes,Yes,4394199.50
HP-02234,Nilufer,Townhouse,289.5,10,4,2,23,25,Natural_Gas,Furnished,1,1,Yes,Nature,2.39,1.33,Yes,No,17715007.75
HP-02235,Sisli,Apartment,188.7,6,2,14,28,34,Natural_Gas,Furnished,1,1,No,City,4.72,0.60,No,Yes,13385265.52
HP-02236,Cankaya,Apartment,124.2,3,1,13,14,19,Natural_Gas,Unfurnished,3,1,Yes,Street,6.23,2.27,Yes,No,5489207.56
HP-02237,Sisli,Apartment,84.4,3,1,20,18,20,Natural_Gas,Unfurnished,1,1,Yes,Street,6.07,0.15,Yes,No,6338916.51
HP-02238,Karsiyaka,Residence,176.1,5,2,67,23,26,Natural_Gas,Furnished,2,1,Yes,Street,4.17,0.88,No,No,6634106.82
HP-02239,Besiktas,Apartment,101.5,3,1,28,12,24,Central,Unfurnished,1,1,No,City,0.90,1.16,No,Yes,7581243.83
HP-02240,Beylikduzu,Apartment,63.0,2,1,10,4,14,Central,Unfurnished,1,1,Yes,Nature,6.23,1.58,No,Yes,1824238.10
HP-02241,Kadikoy,Apartment,124.5,4,1,0,28,32,Electric,Unfurnished,2,1,No,Street,16.36,0.66,Yes,No,10124786.02
HP-02242,Kadikoy,Apartment,113.9,3,1,24,13,18,Heat_Pump,Unfurnished,0,2,Yes,Park,8.44,1.63,Yes,No,8834960.55
HP-02243,Atasehir,Townhouse,174.4,4,1,7,23,26,Natural_Gas,Semi_Furnished,1,2,No,Street,2.00,0.60,Yes,No,9727121.62
HP-02244,Sisli,Residence,71.2,2,1,2,7,20,Heat_Pump,Unfurnished,1,2,Yes,Street,4.88,2.29,Yes,No,5881430.23
HP-02245,Kadikoy,Apartment,185.9,5,2,49,19,22,Central,Unfurnished,0,2,No,City,6.13,0.48,No,Yes,10702767.89
HP-02246,Nilufer,Apartment,210.7,5,2,4,12,16,Electric,Furnished,3,0,Yes,Park,2.60,0.56,No,Yes,12682817.47
HP-02247,Uskudar,Apartment,36.7,1,1,14,,22,Natural_Gas,Unfurnished,2,1,Yes,Street,12.93,1.59,Yes,Yes,1983985.97
HP-02248,Cankaya,Apartment,121.2,4,2,3,15,23,Central,Semi_Furnished,3,1,No,City,14.32,0.55,Yes,Yes,6462440.95
HP-02249,Konyaalti,Detached,200.6,6,2,5,0,5,Central,Semi_Furnished,1,2,No,City,4.94,1.66,Yes,Yes,11065253.13
HP-02250,Beylikduzu,Apartment,35.0,1,1,22,27,29,Electric,Unfurnished,1,1,Yes,Street,,0.32,Yes,Yes,1096737.77
HP-02251,Nilufer,Residence,140.1,5,2,7,5,12,Heat_Pump,Semi_Furnished,2,1,No,Nature,2.40,0.54,No,No,7079776.05
HP-02252,Konyaalti,Apartment,187.8,5,2,9,11,24,Natural_Gas,Semi_Furnished,1,1,No,Park,6.15,0.52,Yes,No,10093321.99
HP-02253,Atasehir,Villa,246.9,8,4,6,0,11,Natural_Gas,Semi_Furnished,1,3,No,Street,4.46,0.27,Yes,Yes,23277971.97
HP-02254,Kadikoy,Apartment,162.7,4,1,8,1,3,Natural_Gas,Furnished,1,1,No,Sea,4.33,0.48,Yes,No,14316353.10
HP-02255,Cankaya,Detached,221.3,5,2,3,0,4,Central,Unfurnished,1,1,Yes,Nature,3.99,2.25,No,No,12526604.10
HP-02256,Uskudar,Apartment,66.7,2,1,6,15,24,Natural_Gas,Unfurnished,1,0,No,Park,5.84,0.31,Yes,No,4473254.77
HP-02257,Cankaya,Apartment,193.7,5,2,19,23,31,Heat_Pump,Unfurnished,0,3,Yes,Street,14.95,1.43,No,Yes,8269127.09
HP-02258,Sisli,Townhouse,151.9,5,2,8,27,32,Central,Semi_Furnished,1,1,No,Nature,7.22,0.18,No,Yes,11398653.78
HP-02259,Beylikduzu,Villa,200.6,6,3,40,0,4,Natural_Gas,Unfurnished,1,1,No,Street,2.92,0.51,Yes,Yes,8432156.10
HP-02260,Nilufer,Apartment,84.0,2,1,24,10,15,Natural_Gas,Unfurnished,0,2,No,City,7.31,1.48,No,Yes,2891193.38
HP-02261,Konyaalti,Apartment,111.0,4,1,14,25,37,Natural_Gas,Semi_Furnished,1,3,No,City,1.57,1.09,No,Yes,4786840.62
HP-02262,Cankaya,Apartment,55.6,2,1,48,17,19,Coal,Semi_Furnished,1,1,No,Sea,7.81,1.39,Yes,Yes,1835024.36
HP-02263,Karsiyaka,Apartment,184.8,7,3,2,15,25,Central,Unfurnished,1,1,Yes,City,4.57,0.83,Yes,Yes,10788450.91
HP-02264,Konyaalti,Residence,130.4,3,1,2,17,28,Natural_Gas,Semi_Furnished,0,1,No,Park,1.44,2.15,Yes,Yes,11459241.73
HP-02265,Kadikoy,Apartment,77.0,2,1,24,13,24,Natural_Gas,Semi_Furnished,0,1,No,Nature,16.34,0.62,Yes,No,5310593.80
HP-02266,Sisli,Villa,230.4,8,3,1,0,10,Central,Unfurnished,1,1,Yes,Street,0.15,0.09,No,Yes,26890921.31
HP-02267,Nilufer,Detached,202.6,6,3,4,0,9,Natural_Gas,Unfurnished,0,1,Yes,Street,3.13,0.73,Yes,No,10618503.71
HP-02268,Konyaalti,Villa,249.7,6,2,4,0,3,Central,Unfurnished,1,2,No,Nature,5.83,1.06,Yes,Yes,26561887.03
HP-02269,Karsiyaka,Detached,165.9,5,2,16,0,11,Natural_Gas,Semi_Furnished,1,1,Yes,Nature,3.45,,Yes,No,10983442.58
HP-02270,Beylikduzu,Apartment,107.3,3,1,15,21,30,Electric,Semi_Furnished,0,1,Yes,Sea,9.27,1.14,No,No,4723225.36
HP-02271,Atasehir,Detached,146.9,4,1,43,0,12,Natural_Gas,Semi_Furnished,2,2,No,Nature,7.83,0.49,No,No,7470359.13
HP-02272,Uskudar,Residence,133.7,4,1,4,17,28,Central,Unfurnished,0,2,No,Park,12.03,2.14,Yes,No,9163630.93
HP-02273,Karsiyaka,Detached,151.6,5,2,,0,11,Central,Unfurnished,2,2,No,Street,4.61,1.43,No,No,10021923.54
HP-02274,Konyaalti,Residence,132.1,4,2,8,4,13,Natural_Gas,Furnished,1,1,Yes,Nature,5.14,0.82,No,Yes,8194029.61
HP-02275,Uskudar,Villa,247.6,8,4,3,0,9,Natural_Gas,Furnished,1,2,No,Sea,4.71,2.02,No,Yes,29792441.17
HP-02276,Atasehir,Apartment,131.6,4,1,4,11,21,Natural_Gas,Semi_Furnished,1,1,No,Park,2.52,0.78,Yes,No,10521071.17
HP-02277,Beylikduzu,Villa,104.1,3,1,,0,10,Natural_Gas,Semi_Furnished,0,1,Yes,Street,11.89,0.56,No,No,4371709.62
HP-02278,Uskudar,Apartment,78.4,2,1,22,2,11,Central,Semi_Furnished,0,,No,Park,2.55,0.09,Yes,Yes,4257933.01
HP-02279,Nilufer,Residence,140.2,3,1,16,12,15,Central,Furnished,0,1,Yes,Sea,2.18,0.99,Yes,No,8509268.57
HP-02280,Uskudar,Residence,185.1,5,2,23,7,20,Natural_Gas,Unfurnished,1,0,Yes,Nature,3.46,1.10,Yes,No,13609153.00
HP-02281,Sisli,Apartment,179.3,6,2,39,28,30,Central,Furnished,0,2,No,Park,10.49,0.81,No,Yes,7886353.77
HP-02282,Atasehir,Residence,129.8,4,2,14,6,8,Natural_Gas,Unfurnished,1,1,Yes,Nature,7.60,2.08,Yes,Yes,10020721.51
HP-02283,Cankaya,Residence,94.5,2,1,0,4,6,Central,Semi_Furnished,1,2,Yes,Nature,3.26,0.73,Yes,Yes,7495787.20
HP-02284,Besiktas,Apartment,75.1,3,1,17,4,14,Electric,Furnished,1,1,No,Park,1.65,0.68,Yes,No,7945518.76
HP-02285,Uskudar,Apartment,143.9,4,2,16,17,25,Natural_Gas,Furnished,1,2,No,Street,3.64,2.80,Yes,No,8590241.31
HP-02286,Besiktas,Apartment,44.1,1,1,0,16,27,Heat_Pump,Semi_Furnished,0,2,No,Sea,2.41,1.61,No,Yes,5191291.82
HP-02287,Konyaalti,Apartment,128.0,4,1,17,3,14,Central,Unfurnished,0,1,No,Sea,1.79,0.90,Yes,Yes,7887687.22
HP-02288,Sisli,Apartment,112.2,4,2,1,9,15,Natural_Gas,Unfurnished,1,1,No,Street,5.29,1.05,Yes,No,7326881.21
HP-02289,Nilufer,Apartment,137.4,4,1,16,11,15,Coal,Unfurnished,2,1,No,Street,0.93,2.80,No,Yes,4843324.06
HP-02290,Cankaya,Detached,204.5,5,2,16,0,13,Central,Semi_Furnished,0,2,Yes,Park,1.10,0.44,Yes,Yes,12895301.26
HP-02291,Kadikoy,Apartment,188.9,6,2,0,0,6,Electric,Semi_Furnished,1,4,Yes,Street,3.27,1.23,Yes,Yes,19354307.40
HP-02292,Beylikduzu,Residence,93.1,3,1,1,20,27,Heat_Pump,Semi_Furnished,2,2,Yes,Street,2.57,0.91,Yes,No,4901484.40
HP-02293,Beylikduzu,Villa,188.0,5,2,23,0,2,Natural_Gas,Furnished,1,3,Yes,City,7.56,1.29,No,No,9385807.13
HP-02294,Sisli,Villa,130.9,4,2,,0,5,Natural_Gas,Unfurnished,1,1,Yes,City,4.33,0.97,Yes,No,15553546.10
HP-02295,Karsiyaka,Apartment,144.1,4,1,0,9,15,Natural_Gas,Furnished,3,1,Yes,Park,7.36,1.40,No,No,9872410.34
HP-02296,Kadikoy,Residence,109.5,3,,4,25,36,Coal,Unfurnished,3,1,No,Street,3.28,0.38,Yes,No,10553269.44
HP-02297,Sisli,Apartment,145.0,4,1,37,,26,Natural_Gas,Unfurnished,2,1,Yes,City,9.65,1.59,Yes,No,8736310.50
HP-02298,Atasehir,Apartment,109.0,3,1,8,20,33,Heat_Pump,Semi_Furnished,2,0,Yes,Nature,,0.67,No,Yes,7005753.56
HP-02299,Nilufer,Villa,233.9,6,2,10,0,4,Natural_Gas,Furnished,1,1,No,Street,3.94,0.44,Yes,No,15484150.26
HP-02300,Kadikoy,Residence,175.1,5,2,16,28,32,Heat_Pump,Furnished,1,1,Yes,Street,7.40,0.45,Yes,No,15200727.88
HP-02301,Konyaalti,Apartment,124.8,3,1,16,20,26,Central,Furnished,1,3,Yes,Street,5.11,2.36,Yes,No,8010821.96
HP-02302,Atasehir,Apartment,,3,1,8,14,21,,Semi_Furnished,0,2,No,Street,1.84,0.83,Yes,No,6955556.69
HP-02303,Kadikoy,Villa,269.2,6,2,6,0,7,Natural_Gas,Furnished,1,3,Yes,Nature,5.33,0.16,Yes,Yes,34916044.47
HP-02304,Atasehir,Apartment,164.8,5,2,0,5,12,,Furnished,2,2,No,Street,5.43,1.54,Yes,Yes,11924126.15
HP-02305,Cankaya,Apartment,74.5,2,1,9,20,29,Natural_Gas,Unfurnished,1,2,Yes,Park,4.34,0.27,Yes,No,5043796.87
HP-02306,Uskudar,Villa,188.3,6,2,27,0,5,Natural_Gas,Unfurnished,2,0,Yes,Street,12.28,0.20,No,No,15088835.31
HP-02307,Konyaalti,Apartment,69.4,2,1,53,6,18,Heat_Pump,Furnished,2,2,Yes,Nature,3.17,0.25,No,Yes,3050477.77
HP-02308,Beylikduzu,Apartment,104.2,3,1,17,20,27,Natural_Gas,Semi_Furnished,1,0,No,Park,8.72,1.30,Yes,Yes,3005520.29
HP-02309,Karsiyaka,Apartment,122.6,4,1,18,13,21,Natural_Gas,Furnished,1,3,Yes,Park,5.96,2.78,Yes,Yes,5863665.39
HP-02310,Kadikoy,Apartment,147.4,5,2,5,1,8,Central,Unfurnished,1,1,Yes,City,7.29,0.57,Yes,Yes,11614077.05
HP-02311,Karsiyaka,Apartment,137.0,4,1,20,,27,Natural_Gas,Furnished,1,,No,Street,16.79,1.35,Yes,No,4367928.52
HP-02312,Beylikduzu,Apartment,149.5,4,1,57,3,5,Natural_Gas,Semi_Furnished,0,2,Yes,Park,8.33,1.26,Yes,Yes,4124685.76
HP-02313,Karsiyaka,Detached,186.4,4,2,20,0,9,Natural_Gas,Unfurnished,2,1,No,Street,15.02,0.81,No,No,9584937.07
HP-02314,Uskudar,Apartment,102.0,2,1,17,12,22,Central,Unfurnished,1,3,No,Street,15.99,0.46,Yes,Yes,6265781.58
HP-02315,Nilufer,Apartment,171.3,6,2,26,15,25,Natural_Gas,Furnished,1,1,No,Park,1.42,1.39,Yes,Yes,7048447.54
HP-02316,Nilufer,Apartment,234.5,8,3,21,22,26,Central,Furnished,2,1,Yes,Nature,2.93,0.25,Yes,Yes,10250680.83
HP-02317,Uskudar,Detached,212.4,7,3,16,0,9,Central,Furnished,0,1,Yes,City,16.55,0.56,Yes,Yes,13053416.64
HP-02318,Besiktas,Apartment,109.4,3,1,75,2,4,Central,Semi_Furnished,3,0,No,Street,6.22,1.58,Yes,No,5829667.01
HP-02319,Uskudar,Villa,209.4,6,2,22,0,9,Central,Semi_Furnished,1,1,No,Street,3.19,0.63,No,Yes,24362729.62
HP-02320,Cankaya,Apartment,37.2,1,1,29,,15,Heat_Pump,Unfurnished,1,0,Yes,Nature,7.65,0.42,No,No,1466179.41
HP-02321,Sisli,Townhouse,115.2,3,1,6,22,25,Natural_Gas,Unfurnished,1,1,Yes,Park,4.53,,Yes,No,8992331.80
HP-02322,Atasehir,Apartment,100.8,2,1,10,18,22,Central,Unfurnished,1,2,Yes,Street,14.13,1.17,Yes,Yes,4213156.89
HP-02323,Uskudar,Apartment,183.5,5,2,4,,38,Natural_Gas,Unfurnished,2,4,No,Street,2.73,1.07,No,No,15079276.27
HP-02324,Beylikduzu,Residence,94.2,3,1,4,23,29,Natural_Gas,Furnished,1,1,Yes,City,7.17,2.25,No,Yes,3962871.16
HP-02325,Uskudar,Apartment,35.0,1,1,16,4,15,Central,Unfurnished,1,1,Yes,Nature,0.98,0.48,Yes,Yes,2579093.49
HP-02326,Kadikoy,Detached,789.5,12,4,1,0,2,Natural_Gas,Unfurnished,2,1,Yes,Street,11.54,0.90,No,No,77204059.39
HP-02327,Nilufer,Detached,176.0,4,1,31,0,5,Natural_Gas,Semi_Furnished,1,1,No,City,14.55,1.11,Yes,No,5606841.40
HP-02328,Konyaalti,Apartment,134.0,5,2,24,23,28,Natural_Gas,Unfurnished,1,0,No,Street,8.26,2.30,No,Yes,5699527.91
HP-02329,Karsiyaka,Apartment,74.7,2,1,7,13,19,Heat_Pump,Furnished,1,4,No,Street,6.50,2.47,Yes,No,3589353.20
HP-02330,Kadikoy,Detached,88.6,2,1,26,0,4,Natural_Gas,Semi_Furnished,1,1,Yes,Street,8.05,1.55,Yes,No,5326790.59
HP-02331,Uskudar,Apartment,55.6,2,1,61,3,13,Natural_Gas,Furnished,1,1,No,City,6.06,1.04,Yes,No,2269880.53
HP-02332,Karsiyaka,Detached,254.6,6,2,10,0,5,Natural_Gas,Furnished,0,1,No,Park,5.18,0.05,Yes,Yes,18521530.10
HP-02333,Uskudar,Villa,141.5,3,1,3,0,10,Central,Unfurnished,1,0,No,Street,1.73,1.72,No,No,12173485.92
HP-02334,Karsiyaka,Apartment,104.2,3,1,0,20,22,Natural_Gas,Unfurnished,2,1,No,Street,11.32,0.68,Yes,Yes,5102071.36
HP-02335,Cankaya,Apartment,86.0,3,1,5,12,23,Natural_Gas,Furnished,1,2,Yes,Street,3.71,0.87,Yes,No,4572179.10
HP-02336,Konyaalti,Apartment,55.3,1,1,4,18,20,,Furnished,0,2,Yes,City,3.55,0.38,Yes,Yes,3338557.94
HP-02337,Kadikoy,Apartment,189.9,6,2,12,10,23,Central,Semi_Furnished,3,1,No,Street,17.83,,Yes,No,13942522.35
HP-02338,Uskudar,Residence,146.5,5,2,26,17,25,Natural_Gas,Unfurnished,2,1,No,City,1.90,1.51,No,No,10360005.97
HP-02339,Cankaya,Detached,251.2,6,2,34,0,9,Natural_Gas,Furnished,1,1,No,Street,8.31,2.10,Yes,No,10584040.31
HP-02340,Nilufer,Detached,256.7,6,2,8,,9,Central,Semi_Furnished,1,,No,Park,2.95,3.90,Yes,Yes,13605906.03
HP-02341,Uskudar,Apartment,74.8,2,1,6,25,34,Natural_Gas,Semi_Furnished,1,2,Yes,City,0.88,0.64,Yes,Yes,5938589.35
HP-02342,Uskudar,Apartment,60.7,2,1,3,15,24,Natural_Gas,Furnished,1,2,No,Street,12.23,1.17,Yes,Yes,4486765.42
