customer_id,age,annual_income,debt_to_income,credit_score,employment_years,loan_amount,loan_term_months,late_payments_24m,credit_utilization,region,employment_type,education_level,home_ownership,loan_purpose,device_type,application_hour,default_risk
CUST-01524,65,52400,0.147,702,39.2,11598,60,1,0.014,Marmara,Maasli,Onlisans,Ipotekli,Borc Birlestirme,Android,6,0
CUST-01525,43,99827,0.203,640,5.3,70866,120,1,0.331,Dogu Anadolu,Maasli,Lisans,Kiraci,Konut,Android,12,0
CUST-01526,64,90723,0.443,748,40.5,36991,12,1,0.319,Dogu Anadolu,Maasli,Lisans,Ev Sahibi,Saglik,iOS,0,0
CUST-01527,32,,0.398,683,5.9,13629,60,0,0.106,Ege,Maasli,Onlisans,Ipotekli,Borc Birlestirme,Android,4,0
CUST-01528,42,69564,0.496,590,0.9,26799,24,4,0.388,Ic Anadolu,Serbest,Lisans,Kiraci,Borc Birlestirme,Web,0,1
CUST-01529,38,36716,0.020,,9.9,6982,36,1,0.485,Marmara,Maasli,Yuksek Lisans,Ipotekli,Ihtiyac,Android,5,0
CUST-01530,22,62953,0.236,658,0.9,10788,24,4,0.778,Ic Anadolu,Maasli,Yuksek Lisans,Ev Sahibi,Is Kurma,,11,0
CUST-01531,54,46121,0.020,706,24.0,26222,120,2,0.445,Marmara,Maasli,Yuksek Lisans,Ipotekli,Ihtiyac,Web,19,0
CUST-01532,39,83330,0.366,674,18.2,32113,36,3,0.513,Marmara,Serbest,Yuksek Lisans,Ev Sahibi,Ihtiyac,Android,0,0
CUST-01533,32,57514,0.553,603,,36543,60,5,0.669,Ege,Issiz,Lisans,Ipotekli,Is Kurma,iOS,13,1
CUST-01534,35,59997,0.359,683,,62738,48,0,0.406,Akdeniz,Maasli,Yuksek Lisans,Ipotekli,Konut,Android,15,0
CUST-01535,44,88075,0.362,714,16.5,54641,48,4,0.100,Marmara,Maasli,Yuksek Lisans,Ev Sahibi,Ihtiyac,Android,3,0
CUST-01536,52,67930,0.429,659,14.0,41477,60,0,0.138,Dogu Anadolu,Maasli,Lise,Kiraci,Ihtiyac,Web,15,1
CUST-01537,51,93730,0.204,678,20.5,56350,48,1,0.122,Ic Anadolu,Serbest,Yuksek Lisans,Ev Sahibi,Borc Birlestirme,Android,10,0
CUST-01538,59,47851,0.372,721,19.4,27164,24,2,0.525,Akdeniz,Emekli,Onlisans,Ev Sahibi,Tasit,Web,0,0
CUST-01539,58,101495,0.302,624,10.6,43076,60,0,0.305,Ic Anadolu,Maasli,Yuksek Lisans,Ipotekli,Konut,Web,12,0
CUST-01540,42,93486,0.515,690,19.4,44586,36,2,0.512,Ic Anadolu,Maasli,Lisans,Ev Sahibi,Ihtiyac,Web,19,0
CUST-01541,43,22972,0.020,707,5.1,7103,12,1,0.521,Marmara,Maasli,Lise,Kiraci,Saglik,Android,13,0
CUST-01542,38,30182,0.346,643,6.2,14589,12,1,0.249,Guneydogu Anadolu,Serbest,Lisans,Ipotekli,Borc Birlestirme,Web,23,0
CUST-01543,37,93473,0.220,633,2.6,55581,24,2,0.174,Ic Anadolu,Serbest,Onlisans,Aile Yaninda,Borc Birlestirme,Android,8,0
CUST-01544,43,54522,0.512,616,0.0,16745,60,5,0.990,Ic Anadolu,Issiz,Lise,Ev Sahibi,Ihtiyac,Android,20,1
CUST-01545,33,43478,,696,9.5,20865,24,1,0.585,Guneydogu Anadolu,Serbest,Lisans,Kiraci,Ihtiyac,Android,17,0
CUST-01546,24,57396,0.279,667,0.9,28797,84,0,0.121,Guneydogu Anadolu,Maasli,Lisans,Kiraci,Tasit,Web,16,1
CUST-01547,59,40398,0.701,567,0.0,18779,24,6,1.082,Ic Anadolu,Issiz,Lisans,Ev Sahibi,Ihtiyac,iOS,23,1
CUST-01548,38,48532,0.249,619,5.8,19337,60,0,0.257,Ic Anadolu,Maasli,Lisans,Ev Sahibi,Borc Birlestirme,Web,11,0
CUST-01549,57,50426,0.090,612,13.2,14444,84,3,0.000,Ege,Sozlesmeli,Lise,Kiraci,Borc Birlestirme,Android,18,0
CUST-01550,45,80764,0.157,654,14.3,25359,12,4,,Akdeniz,Maasli,Lisans,Kiraci,Is Kurma,Android,2,0
CUST-01551,41,127186,0.024,689,17.6,75326,36,0,0.779,Marmara,Maasli,Lisans,Kiraci,Saglik,Web,16,0
CUST-01552,43,46087,0.203,643,12.3,14115,60,2,0.275,Akdeniz,Maasli,Lise,Kiraci,Ihtiyac,Web,2,0
CUST-01553,36,106047,0.405,548,0.0,39676,36,4,0.589,Akdeniz,Issiz,Doktora,Ipotekli,Tasit,Android,12,1
CUST-01554,22,90745,,578,0.0,45455,36,3,0.360,Akdeniz,Issiz,Lisans,Kiraci,Egitim,Web,23,0
CUST-01555,31,21370,0.131,645,,12892,60,,0.735,Marmara,Maasli,Lise,Kiraci,Ihtiyac,Android,21,0
CUST-01556,39,90614,0.240,664,15.0,26793,36,0,0.273,Marmara,Maasli,Yuksek Lisans,Aile Yaninda,Tasit,Android,1,0
CUST-01557,64,57383,0.124,637,8.9,24006,60,,0.281,Marmara,Sozlesmeli,Onlisans,Kiraci,Egitim,Android,10,0
CUST-01558,75,146238,0.478,648,33.8,32523,24,2,0.744,Marmara,Serbest,Lisans,Ipotekli,Is Kurma,Android,5,0
CUST-01559,62,121886,0.218,626,14.1,71725,36,2,0.322,Marmara,Sozlesmeli,Lisans,Kiraci,Ihtiyac,Android,22,0
CUST-01560,28,58553,,624,0.8,7473,36,2,0.412,Guneydogu Anadolu,Maasli,Lisans,Ipotekli,Ihtiyac,iOS,2,0
CUST-01561,27,62774,0.200,,3.4,17894,120,4,0.157,Ege,Maasli,Yuksek Lisans,Ev Sahibi,Ihtiyac,Android,0,1
CUST-01562,30,31319,0.466,630,0.0,19228,60,2,0.602,Marmara,Issiz,Onlisans,,Borc Birlestirme,Android,8,1
CUST-01563,44,35795,0.193,677,22.2,15697,120,1,0.358,Akdeniz,Serbest,Lisans,Kiraci,Ihtiyac,Android,0,0
CUST-01564,29,40265,0.305,634,5.5,24860,48,2,0.482,Guneydogu Anadolu,Sozlesmeli,Lisans,Ipotekli,Borc Birlestirme,Web,7,0
CUST-01565,67,76026,0.462,703,34.2,38537,36,1,0.559,Akdeniz,Maasli,Yuksek Lisans,Ipotekli,Ihtiyac,Web,8,0
CUST-01566,36,42787,0.368,663,8.7,8137,84,5,0.277,Guneydogu Anadolu,Maasli,Yuksek Lisans,Aile Yaninda,Saglik,iOS,13,1
CUST-01567,26,34100,0.364,598,1.2,47782,24,2,0.488,Akdeniz,Serbest,Onlisans,Ipotekli,Konut,iOS,8,1
CUST-01568,44,79400,0.531,681,5.8,20255,60,0,0.533,Ege,Maasli,Lisans,Ipotekli,Egitim,Android,14,0
CUST-01569,65,83453,0.566,605,9.5,26337,60,2,0.417,Karadeniz,Maasli,Lisans,Kiraci,Tasit,Web,10,1
CUST-01570,44,14836,0.338,620,,13868,48,2,0.319,Marmara,Issiz,Lise,Aile Yaninda,Konut,Android,17,0
CUST-01571,32,86386,0.238,590,7.2,33191,36,2,,Karadeniz,,Yuksek Lisans,Kiraci,Tasit,iOS,5,0
CUST-01572,47,,0.414,709,20.2,8209,36,2,0.387,Marmara,Serbest,Yuksek Lisans,Ev Sahibi,Is Kurma,Android,15,0
CUST-01573,47,36287,0.430,688,17.0,16663,36,3,0.407,Ege,Sozlesmeli,Lise,Ipotekli,Ihtiyac,Android,9,0
CUST-01574,35,28189,0.563,588,0.0,5000,60,4,0.801,Akdeniz,Issiz,Lisans,Kiraci,Ihtiyac,Android,9,0
CUST-01575,45,42520,0.454,656,26.4,26264,48,2,0.447,Marmara,Serbest,Lisans,Kiraci,Borc Birlestirme,Android,15,0
CUST-01576,50,61387,0.211,756,29.3,35675,36,1,0.321,Marmara,Maasli,Lise,Kiraci,Ihtiyac,iOS,23,0
CUST-01577,46,98867,0.353,683,17.1,17795,36,1,0.528,Marmara,Maasli,Yuksek Lisans,Kiraci,Ihtiyac,Android,15,0
CUST-01578,29,40343,0.233,619,8.3,24808,60,0,0.131,Karadeniz,Maasli,Lisans,Ipotekli,Saglik,Android,10,0
CUST-01579,50,37344,0.511,681,,5090,24,1,0.157,Marmara,Maasli,Lise,Ipotekli,Borc Birlestirme,iOS,21,0
CUST-01580,54,24875,0.231,665,17.4,5000,120,1,0.419,Akdeniz,Maasli,Lise,Kiraci,Egitim,iOS,22,0
CUST-01581,32,87071,0.296,747,10.1,37085,60,0,0.284,Ege,Maasli,Lisans,Kiraci,Egitim,Android,3,0
CUST-01582,53,30831,0.377,640,7.0,6590,60,0,0.445,Marmara,Maasli,Lisans,Ipotekli,Tasit,Web,15,0
CUST-01583,33,47197,0.318,667,,50345,36,3,0.575,Karadeniz,Sozlesmeli,Lise,Ev Sahibi,Konut,Web,11,0
CUST-01584,45,,0.226,700,25.0,5000,84,1,0.565,Marmara,Serbest,Lise,Ev Sahibi,Ihtiyac,iOS,14,0
CUST-01585,26,41891,0.574,703,,18787,84,1,0.029,Karadeniz,Emekli,Lisans,Ipotekli,Tasit,iOS,8,0
CUST-01586,36,57550,0.559,649,2.2,7817,36,1,0.661,Akdeniz,Serbest,Lisans,Kiraci,Is Kurma,iOS,13,0
CUST-01587,56,68268,0.553,614,10.5,18693,24,0,0.718,Karadeniz,Sozlesmeli,Onlisans,Kiraci,Ihtiyac,iOS,4,0
CUST-01588,36,89815,,623,9.1,34183,84,2,0.517,Dogu Anadolu,Maasli,Lisans,Ipotekli,Is Kurma,iOS,15,0
CUST-01589,30,29480,0.203,676,11.6,12446,36,1,0.093,Marmara,Sozlesmeli,Lise,Kiraci,Egitim,iOS,8,0
CUST-01590,56,66857,0.317,718,19.7,35112,60,1,0.184,Marmara,Maasli,Lisans,Kiraci,Borc Birlestirme,Android,8,0
CUST-01591,30,66256,0.250,622,3.0,67299,84,1,0.483,Guneydogu Anadolu,Maasli,Yuksek Lisans,Ipotekli,Konut,Web,21,0
CUST-01592,35,26229,0.313,678,0.0,6178,120,7,0.803,Marmara,Issiz,Lisans,Ipotekli,Borc Birlestirme,Web,17,1
CUST-01593,21,43389,0.230,566,4.1,18868,60,1,0.588,Marmara,Emekli,Lise,Ipotekli,Ihtiyac,Web,23,0
CUST-01594,38,46976,0.397,600,0.8,8278,48,0,0.345,Karadeniz,Maasli,Onlisans,Ev Sahibi,Borc Birlestirme,Web,20,0
CUST-01595,59,63328,0.155,689,22.2,17563,36,2,0.461,Ege,Serbest,Lise,Ipotekli,Is Kurma,,22,1
CUST-01596,49,90103,0.035,592,12.3,39339,120,0,0.389,Guneydogu Anadolu,Serbest,Lise,Kiraci,Egitim,Android,18,0
CUST-01597,64,43737,0.097,677,1.3,5595,24,2,0.573,Guneydogu Anadolu,Maasli,Lise,Ev Sahibi,Ihtiyac,Android,14,0
CUST-01598,41,83412,0.074,,5.2,14836,120,0,0.717,Marmara,Maasli,Yuksek Lisans,Ipotekli,Egitim,Web,1,0
CUST-01599,44,32782,0.023,617,10.0,11326,24,1,0.314,Guneydogu Anadolu,Maasli,Onlisans,Ev Sahibi,Ihtiyac,Android,10,0
CUST-01600,20,61678,0.401,722,2.5,11389,24,1,0.000,Marmara,Maasli,Onlisans,Kiraci,Ihtiyac,iOS,1,0
CUST-01601,44,47778,0.327,637,1.2,28123,60,0,0.411,Marmara,Serbest,Lise,Kiraci,Egitim,Android,4,0
CUST-01602,25,27412,0.761,586,0.0,15308,48,7,0.758,Guneydogu Anadolu,Issiz,Lise,Ipotekli,Ihtiyac,iOS,16,1
CUST-01603,30,78232,0.444,685,6.4,20897,12,3,0.299,Guneydogu Anadolu,Maasli,Yuksek Lisans,Ipotekli,Ihtiyac,Android,1,0
CUST-01604,43,46037,0.452,655,0.9,8615,36,4,0.267,Ic Anadolu,Sozlesmeli,Lise,Kiraci,Egitim,Web,23,0
CUST-01605,43,50099,0.171,665,15.0,19472,24,1,0.132,Karadeniz,Maasli,Onlisans,Ipotekli,Borc Birlestirme,Android,13,0
CUST-01606,50,85341,0.355,709,15.7,29955,48,2,0.401,Karadeniz,Sozlesmeli,Onlisans,Ipotekli,Ihtiyac,Android,22,0
CUST-01607,29,,0.174,653,10.8,25332,36,1,0.184,Ic Anadolu,Sozlesmeli,Lisans,Aile Yaninda,Tasit,Android,17,0
CUST-01608,46,44443,0.328,664,0.0,5943,36,4,0.542,Marmara,Issiz,Lisans,Kiraci,Ihtiyac,Android,6,0
CUST-01609,37,55931,0.266,667,12.3,28023,120,2,0.525,Ege,Serbest,Lise,Ipotekli,Ihtiyac,iOS,22,0
CUST-01610,38,32899,0.275,655,9.5,20410,60,,0.114,Ic Anadolu,Maasli,Lise,Kiraci,Is Kurma,Android,18,0
CUST-01611,54,45070,0.538,634,1.6,7917,60,,0.316,Ic Anadolu,Maasli,Lisans,Kiraci,Tasit,iOS,1,0
CUST-01612,26,25024,0.603,651,0.3,15085,36,3,0.618,Karadeniz,Maasli,Onlisans,Ipotekli,Egitim,iOS,19,1
CUST-01613,37,51218,0.152,568,0.0,27033,24,5,0.676,Ege,Issiz,Yuksek Lisans,Kiraci,Ihtiyac,iOS,3,0
CUST-01614,28,84410,0.318,746,3.1,23352,24,0,0.226,Akdeniz,Maasli,Lise,Ipotekli,Tasit,Android,14,0
CUST-01615,33,54396,0.229,636,3.0,22911,12,0,0.397,Guneydogu Anadolu,Maasli,Lisans,Kiraci,Borc Birlestirme,iOS,12,0
CUST-01616,48,56742,0.241,672,25.8,19440,60,2,0.487,Ege,Maasli,Lisans,Kiraci,Tasit,iOS,7,0
CUST-01617,46,27947,0.378,634,20.2,6088,36,1,0.231,Marmara,Maasli,Lise,Ipotekli,Tasit,Android,9,0
CUST-01618,48,36931,0.121,670,30.5,8435,36,2,0.366,Dogu Anadolu,Sozlesmeli,Lise,Ev Sahibi,Ihtiyac,Android,3,0
CUST-01619,25,49081,0.481,593,0.0,28555,60,0,0.232,Marmara,Maasli,Yuksek Lisans,Ipotekli,Saglik,iOS,19,1
CUST-01620,41,57975,0.161,666,19.7,15376,60,1,0.295,Marmara,Maasli,Lise,Kiraci,Borc Birlestirme,Web,10,0
CUST-01621,25,99652,0.270,659,7.6,25114,84,1,0.551,Marmara,Serbest,Lisans,Ipotekli,Saglik,Android,1,0
CUST-01622,18,85470,0.637,608,0.0,110526,48,7,0.901,Ic Anadolu,Issiz,Lisans,Ipotekli,Konut,Android,22,1
CUST-01623,37,85679,0.366,669,13.0,71252,48,4,0.377,Guneydogu Anadolu,Sozlesmeli,Doktora,Kiraci,Konut,Web,13,0
CUST-01624,51,79028,0.102,650,4.1,20738,48,2,0.558,Marmara,Maasli,Lisans,Ev Sahibi,Ihtiyac,Android,17,0
CUST-01625,55,27101,0.351,639,27.6,14735,36,1,0.204,Ic Anadolu,Emekli,Lise,Ev Sahibi,Ihtiyac,iOS,16,0
CUST-01626,38,39864,0.470,,0.0,23221,60,1,0.374,Ege,Sozlesmeli,Onlisans,Ipotekli,Ihtiyac,Android,3,0
CUST-01627,47,32427,0.256,684,10.2,15835,120,2,0.000,Ic Anadolu,Maasli,Lisans,Kiraci,Egitim,iOS,22,0
CUST-01628,47,83283,0.252,671,22.9,31081,36,0,0.535,Marmara,Maasli,Lise,Ev Sahibi,Tasit,Android,7,0
CUST-01629,38,35557,0.241,688,3.9,10223,24,2,0.410,Marmara,Maasli,Lise,Ipotekli,Egitim,Android,7,0
CUST-01630,52,40367,0.277,658,0.0,12115,60,2,0.348,Dogu Anadolu,Issiz,Lise,Aile Yaninda,Borc Birlestirme,Android,11,0
CUST-01631,37,,0.089,654,13.4,31187,60,2,0.211,Ic Anadolu,Maasli,Lisans,Kiraci,Tasit,iOS,6,0
CUST-01632,42,172887,0.696,671,19.1,102736,12,4,0.389,Marmara,Sozlesmeli,Lisans,Kiraci,Borc Birlestirme,Android,12,0
CUST-01633,41,72697,0.328,714,19.8,22489,36,0,,Dogu Anadolu,Maasli,Onlisans,Kiraci,Tasit,Web,16,0
CUST-01634,44,69552,0.337,591,0.0,70188,48,5,0.763,Karadeniz,Issiz,Lisans,Ev Sahibi,Konut,Android,11,1
CUST-01635,54,36527,0.402,639,34.0,19893,60,1,0.400,Marmara,Maasli,Lise,Ipotekli,Borc Birlestirme,iOS,20,0
CUST-01636,20,35054,0.216,669,1.9,20962,60,2,0.253,Akdeniz,Serbest,Lisans,Ipotekli,Borc Birlestirme,Web,18,0
CUST-01637,43,131012,0.349,619,,71250,60,0,0.000,Dogu Anadolu,Maasli,Lise,Aile Yaninda,Egitim,Android,20,0
CUST-01638,46,72851,0.247,661,11.1,36256,36,3,0.459,Akdeniz,Maasli,Lisans,Ev Sahibi,Ihtiyac,Android,22,0
CUST-01639,31,62657,0.445,652,13.0,7819,12,3,0.113,Marmara,Maasli,Lise,Aile Yaninda,Ihtiyac,Android,16,0
CUST-01640,18,40046,0.637,667,0.0,20095,12,3,0.777,Ic Anadolu,Maasli,Lisans,Ipotekli,Ihtiyac,Android,16,0
CUST-01641,34,68307,0.400,657,13.8,54950,36,2,0.235,Ic Anadolu,Maasli,Lisans,Ipotekli,Egitim,Android,15,0
CUST-01642,27,58432,0.460,629,1.1,23159,12,2,0.734,Karadeniz,Sozlesmeli,Lisans,Kiraci,Saglik,Android,7,0
CUST-01643,27,62682,0.433,687,2.4,37217,60,0,0.322,Ic Anadolu,Maasli,Lisans,Ipotekli,Is Kurma,Android,2,0
CUST-01644,48,39449,0.070,628,8.7,8744,60,2,0.137,Dogu Anadolu,Maasli,Onlisans,Aile Yaninda,Tasit,iOS,18,0
CUST-01645,30,102400,0.020,624,3.7,21057,24,0,0.482,Ic Anadolu,Maasli,Yuksek Lisans,Kiraci,Ihtiyac,Android,15,0
CUST-01646,19,50073,0.354,637,2.2,28293,24,1,0.237,Akdeniz,Emekli,Lise,Aile Yaninda,Borc Birlestirme,iOS,19,0
CUST-01647,31,71340,,591,,14483,24,3,0.302,Dogu Anadolu,Issiz,Yuksek Lisans,Kiraci,Ihtiyac,iOS,3,0
CUST-01648,50,46642,0.020,626,25.4,32766,120,1,0.592,Guneydogu Anadolu,Maasli,Lisans,Ipotekli,Konut,iOS,13,0
CUST-01649,41,49023,0.288,691,21.4,6011,60,0,0.320,Ege,Serbest,Lisans,Ipotekli,Borc Birlestirme,Web,0,0
CUST-01650,42,85489,0.217,642,12.9,53410,12,1,0.526,Akdeniz,Sozlesmeli,Doktora,Ev Sahibi,Borc Birlestirme,iOS,10,0
CUST-01651,47,37683,0.359,616,2.8,5739,48,3,0.238,Dogu Anadolu,Maasli,Lisans,Kiraci,Ihtiyac,iOS,10,0
CUST-01652,58,88142,0.418,702,27.6,23494,36,0,0.666,Ege,Serbest,,Ev Sahibi,Borc Birlestirme,Android,11,0
CUST-01653,49,78336,0.455,721,24.8,42007,60,2,0.656,Marmara,Maasli,Yuksek Lisans,Ipotekli,Ihtiyac,iOS,18,1
CUST-01654,36,100403,0.238,724,15.2,36404,84,1,0.622,Guneydogu Anadolu,Maasli,Yuksek Lisans,Kiraci,Borc Birlestirme,Web,12,0
CUST-01655,35,90981,0.308,693,15.8,115441,60,2,0.296,Marmara,Maasli,Yuksek Lisans,Ev Sahibi,Konut,Android,3,0
CUST-01656,19,45752,0.521,562,0.0,16216,60,5,0.667,Marmara,Issiz,Lisans,Ev Sahibi,Tasit,Android,22,1
CUST-01657,42,22820,0.352,621,0.0,5049,48,4,0.212,Marmara,Issiz,Lise,Aile Yaninda,Tasit,Android,2,1
CUST-01658,42,41483,0.337,661,3.8,32508,36,0,0.097,Guneydogu Anadolu,Maasli,Lise,Ev Sahibi,Konut,iOS,23,0
CUST-01659,45,105995,0.404,594,8.6,61630,60,1,0.212,Marmara,Maasli,Lisans,Ev Sahibi,Ihtiyac,iOS,6,0
CUST-01660,41,40412,0.234,606,19.9,19155,120,2,0.479,Karadeniz,Sozlesmeli,Yuksek Lisans,Kiraci,Borc Birlestirme,iOS,19,0
CUST-01661,26,40527,0.439,619,4.4,8362,60,1,0.172,Akdeniz,Maasli,Onlisans,Aile Yaninda,Ihtiyac,Android,0,0
CUST-01662,43,86614,0.283,656,17.0,40025,36,0,0.479,Ege,Maasli,Yuksek Lisans,Ev Sahibi,Ihtiyac,Android,8,0
CUST-01663,54,76093,0.456,706,27.1,50939,24,2,0.480,Ic Anadolu,Sozlesmeli,Doktora,Ipotekli,Konut,,10,0
CUST-01664,39,88574,0.468,670,0.3,24438,120,3,,Marmara,Sozlesmeli,Lise,Ipotekli,Is Kurma,Android,22,0
CUST-01665,28,43722,,620,5.5,14570,24,0,0.705,Ic Anadolu,Serbest,Onlisans,,Tasit,Web,15,0
CUST-01666,45,42203,0.413,683,0.0,19826,84,4,0.471,Akdeniz,Issiz,Lisans,Ipotekli,Egitim,Android,21,0
CUST-01667,39,39937,0.439,600,1.8,15491,60,1,0.572,Marmara,Serbest,Lise,Kiraci,Ihtiyac,iOS,14,0
CUST-01668,18,30406,0.253,659,0.0,18312,24,0,0.326,Marmara,Maasli,Lisans,Kiraci,Tasit,Web,12,0
CUST-01669,30,93183,0.158,634,2.6,16983,12,0,0.075,Ic Anadolu,,Lisans,Ev Sahibi,Egitim,iOS,20,0
CUST-01670,40,78670,0.169,652,16.8,542395,12,0,0.565,Karadeniz,Maasli,Onlisans,Kiraci,Konut,iOS,15,0
CUST-01671,55,63923,0.500,629,0.0,31621,36,1,0.662,Akdeniz,Sozlesmeli,Lise,Ipotekli,Tasit,Android,12,0
CUST-01672,29,24520,0.255,630,5.0,8277,84,,0.257,Ic Anadolu,Sozlesmeli,,Kiraci,Tasit,Web,0,0
CUST-01673,29,57139,0.430,661,11.0,14588,36,1,0.132,Marmara,Sozlesmeli,Onlisans,Kiraci,Saglik,Web,0,0
CUST-01674,40,37578,0.623,708,13.4,17807,36,0,0.303,Ic Anadolu,Maasli,Onlisans,Ev Sahibi,Is Kurma,Android,12,1
CUST-01675,37,49881,0.282,644,15.8,13250,60,2,0.198,Marmara,Emekli,Lisans,Ev Sahibi,Saglik,Web,22,0
CUST-01676,48,77649,0.314,671,8.7,32026,24,3,0.489,Karadeniz,Sozlesmeli,Onlisans,Aile Yaninda,Tasit,Web,5,1
CUST-01677,31,86861,0.208,688,11.1,32215,120,2,0.000,Dogu Anadolu,Serbest,Lise,Ev Sahibi,Tasit,Android,1,0
CUST-01678,39,46546,0.375,608,5.3,25144,24,3,0.261,Ic Anadolu,Serbest,Yuksek Lisans,Kiraci,Ihtiyac,Web,10,0
CUST-01679,47,58515,,706,15.4,15953,36,3,0.578,Ic Anadolu,Emekli,Lise,Kiraci,Ihtiyac,Android,12,0
CUST-01680,18,164091,0.487,605,0.0,151501,60,7,0.774,Ic Anadolu,Issiz,Doktora,Ev Sahibi,Konut,Android,3,1
CUST-01681,50,41985,0.372,725,,19649,36,1,0.499,Akdeniz,Maasli,Lisans,Ipotekli,Egitim,Android,13,0
CUST-01682,69,51691,0.421,713,12.3,26547,60,1,0.279,Marmara,Maasli,Onlisans,Ev Sahibi,Tasit,Android,15,0
CUST-01683,53,89442,0.138,628,0.0,53589,12,4,0.781,Ic Anadolu,Issiz,Yuksek Lisans,Aile Yaninda,Ihtiyac,Web,4,0
CUST-01684,59,127555,0.342,669,31.3,55420,12,2,0.362,Marmara,Maasli,Lisans,Ipotekli,Saglik,Android,11,0
CUST-01685,44,62077,0.208,605,1.0,35689,60,0,0.321,Ic Anadolu,Maasli,Lisans,Ipotekli,Tasit,Android,6,0
CUST-01686,36,83481,0.326,637,16.1,51272,24,,0.565,Marmara,Maasli,Yuksek Lisans,Ev Sahibi,Is Kurma,iOS,14,0
CUST-01687,58,103629,0.144,637,13.9,57904,120,0,0.547,Ic Anadolu,Maasli,Lisans,Kiraci,Tasit,Web,4,0
CUST-01688,35,41244,0.448,633,12.2,15422,60,0,0.472,Marmara,Maasli,Yuksek Lisans,Ipotekli,Saglik,Web,0,0
CUST-01689,45,74265,0.217,600,7.4,15757,48,1,0.230,Karadeniz,Maasli,Lisans,Aile Yaninda,Egitim,Android,19,0
CUST-01690,62,81136,0.288,742,42.8,23074,36,2,0.202,Ege,Serbest,Yuksek Lisans,Kiraci,Is Kurma,Web,17,1
CUST-01691,26,,0.302,623,7.4,29483,48,1,0.057,Karadeniz,Maasli,Lise,Kiraci,Konut,Web,13,0
CUST-01692,34,44940,0.313,642,4.9,24681,84,0,0.149,Karadeniz,Serbest,Lise,Ev Sahibi,Tasit,Android,7,0
CUST-01693,57,102819,0.518,630,6.7,50293,36,1,0.660,Guneydogu Anadolu,Serbest,Lise,Ev Sahibi,Ihtiyac,Web,17,0
CUST-01694,37,54891,0.292,,19.4,28393,12,2,0.540,Akdeniz,Emekli,Lise,Kiraci,Tasit,Android,15,0
CUST-01695,43,68266,0.292,620,17.4,14246,48,2,0.711,Marmara,Maasli,,Kiraci,Ihtiyac,Android,4,0
CUST-01696,52,52652,0.090,604,0.8,14499,84,2,0.000,Dogu Anadolu,Maasli,Lisans,Aile Yaninda,Ihtiyac,Android,11,0
CUST-01697,41,46430,0.178,614,22.3,21114,36,0,,Guneydogu Anadolu,Maasli,Lisans,Kiraci,Tasit,Web,19,0
CUST-01698,36,42376,0.077,667,10.9,6808,12,0,0.341,Karadeniz,Emekli,Onlisans,Kiraci,Borc Birlestirme,iOS,20,0
CUST-01699,54,69531,0.224,674,3.5,23421,60,2,0.558,Akdeniz,Maasli,Onlisans,Kiraci,Is Kurma,iOS,5,0
CUST-01700,53,67655,0.339,668,4.9,18475,60,2,0.411,Marmara,Maasli,Lisans,Ev Sahibi,Tasit,Android,17,0
CUST-01701,42,73795,0.610,665,15.9,22401,12,3,0.554,Marmara,Sozlesmeli,Onlisans,Kiraci,Tasit,Web,5,1
CUST-01702,32,87391,0.260,665,8.2,44394,36,0,0.351,Akdeniz,Maasli,Onlisans,Kiraci,Is Kurma,Web,13,0
CUST-01703,18,33909,0.120,569,0.0,9763,48,3,0.479,Marmara,Issiz,Onlisans,Aile Yaninda,Is Kurma,iOS,18,0
CUST-01704,60,84535,0.249,727,30.9,97032,36,2,0.223,Akdeniz,Maasli,Onlisans,Kiraci,Konut,iOS,12,0
CUST-01705,41,87716,0.204,590,14.1,37455,60,3,0.550,Ic Anadolu,Sozlesmeli,Lisans,Kiraci,Konut,Android,9,0
CUST-01706,39,23872,0.151,742,4.7,6814,24,1,0.350,Marmara,Maasli,Lisans,Kiraci,Borc Birlestirme,Android,12,0
CUST-01707,50,188837,0.298,644,29.3,92776,12,0,0.391,Ege,Serbest,Lisans,Aile Yaninda,Ihtiyac,iOS,6,0
CUST-01708,20,42651,0.492,628,1.3,16594,24,4,,Ege,Serbest,Lisans,Kiraci,Borc Birlestirme,Android,17,0
CUST-01709,31,97000,0.228,642,10.7,61850,84,1,0.422,Dogu Anadolu,Maasli,Onlisans,Ev Sahibi,Saglik,Web,7,0
CUST-01710,32,29161,0.234,698,0.7,16599,60,0,0.456,Ic Anadolu,Maasli,Lise,Ipotekli,Egitim,Web,4,0
CUST-01711,30,59021,0.133,648,1.8,29147,48,18,1.932,Dogu Anadolu,Sozlesmeli,Lisans,Kiraci,Tasit,Web,6,1
CUST-01712,39,77663,0.284,683,21.0,41570,60,2,0.249,Guneydogu Anadolu,Maasli,Yuksek Lisans,Aile Yaninda,Ihtiyac,Android,20,0
CUST-01713,24,55583,0.147,610,6.0,12362,84,2,0.589,Marmara,Maasli,Lisans,Aile Yaninda,Ihtiyac,Web,15,0
CUST-01714,29,32533,0.339,650,7.1,42617,36,1,0.726,Ic Anadolu,Maasli,Onlisans,Ipotekli,Konut,Web,7,0
CUST-01715,39,80307,0.329,647,9.2,31597,48,3,0.628,Ege,Serbest,,Ev Sahibi,Is Kurma,Android,5,0
